MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software 4.Confirmation time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 4.Transparency,UAV.On-board analysis system 4.Analysis time,UAV.On-board analysis system 4.Image recognition algorithm accuracy,UAV.On-board analysis system 4.Transmission delay,UAV.On-board navigation system 4.Navigation algorithm accuracy
37.5000,0.0181,0.0110,0.0009,0.0006,14.3802,5.2193,0.9163,13.7409,9.0136,0.0281,0.1516,0.0209,0.1516,1.2233,-9.1396,-30.9315,125.5091,0.3522,0.0015,0.2719,125.5106,0.6547,91.6276,91.6276,0.0577,0.0131,0.2010,0.9500,0.2753,0.9965,1.3096,0.9962
37.5000,0.0190,0.0142,0.0006,0.0008,15.3080,1.5400,0.0082,8.1929,9.8897,0.0215,0.1276,0.0200,0.1276,1.5944,8.4514,-27.3112,105.2791,0.2967,0.0019,0.3053,105.2809,0.6366,100.0000,100.0000,0.0163,0.0132,0.2758,1.0000,0.4144,0.9989,1.2288,0.9994
37.5000,0.0327,0.0103,0.0011,0.0008,12.4549,4.2897,0.8882,15.3357,8.8976,0.0227,0.1380,0.0283,0.1380,1.7757,1.0202,-27.1401,113.8253,0.3271,0.0015,0.2637,113.8267,0.6357,84.6643,84.6643,0.0516,0.0155,0.1966,0.9700,0.3857,0.9876,1.2482,0.9820
37.5000,0.0243,0.0142,0.0009,0.0008,10.1838,3.5909,0.2288,16.6888,8.7493,0.0289,0.1019,0.0193,0.1019,1.8972,25.3677,-1.3770,85.8259,0.2520,0.0012,0.2149,85.8271,0.5069,83.3112,83.3112,0.0441,0.0116,0.1592,1.0000,0.3422,0.9953,1.2520,0.9961
37.5000,0.0310,0.0126,0.0010,0.0011,10.5771,1.1651,0.7248,4.3405,8.8318,0.0266,0.1216,0.0181,0.1216,1.2626,11.9303,-9.7693,101.2788,0.2880,0.0013,0.2151,101.2801,0.5488,100.0000,100.0000,0.0123,0.0114,0.1914,0.9700,0.4616,0.9968,0.6977,0.9848
37.5000,0.0183,0.0106,0.0006,0.0006,11.0369,1.6447,0.1668,5.8972,9.3458,0.0213,0.0920,0.0243,0.0920,1.0460,33.2404,4.1823,76.7723,0.2295,0.0013,0.2196,76.7736,0.4791,100.0000,100.0000,0.0171,0.0108,0.1917,1.0000,0.3863,0.9951,0.8467,0.9809
37.5000,0.0175,0.0133,0.0008,0.0008,10.0068,5.4097,0.5692,9.8042,8.1835,0.0252,0.0834,0.0184,0.0834,1.1248,38.7066,19.9321,70.4866,0.2104,0.0008,0.1576,70.4874,0.4003,100.0000,100.0000,0.0548,0.0092,0.0936,1.0000,0.3938,0.9812,0.9018,0.9845
37.5000,0.0298,0.0159,0.0009,0.0008,14.6292,2.9583,0.7183,12.9634,9.1342,0.0314,0.1697,0.0274,0.1697,1.6280,-22.1605,-45.2987,140.4829,0.3982,0.0017,0.2809,140.4845,0.7265,100.0000,100.0000,0.0304,0.0126,0.2380,0.9700,0.2939,0.9806,0.9381,0.9817
37.5000,0.0196,0.0152,0.0010,0.0007,15.7560,5.1413,0.3967,2.4018,9.6522,0.0248,0.1313,0.0317,0.1313,1.6506,5.4289,-26.4602,108.7552,0.3191,0.0016,0.2766,108.7568,0.6323,100.0000,100.0000,0.0522,0.0098,0.2146,1.0000,0.3102,0.9939,0.8880,0.9905
37.5000,0.0256,0.0127,0.0006,0.0008,8.6191,3.7627,0.1935,12.7909,8.2483,0.0290,0.0718,0.0305,0.0718,1.6487,46.2468,21.1630,61.8155,0.2032,0.0008,0.1513,61.8162,0.3942,100.0000,100.0000,0.0385,0.0149,0.0979,1.0000,0.4545,0.9813,1.1027,0.9949
37.5000,0.0304,0.0151,0.0008,0.0006,8.8936,2.3412,0.3884,12.2370,9.4941,0.0286,0.0741,0.0237,0.0741,1.6747,44.7101,16.5369,63.5825,0.2006,0.0010,0.1698,63.5834,0.4173,100.0000,100.0000,0.0243,0.0121,0.1334,1.0000,0.3818,0.9924,1.3055,0.9845
37.5000,0.0250,0.0090,0.0007,0.0011,14.8230,0.3274,0.2454,8.0593,8.8154,0.0283,0.1235,0.0197,0.1235,1.1078,10.3724,-27.8199,103.0698,0.2951,0.0019,0.3082,103.0717,0.6391,100.0000,100.0000,0.0040,0.0100,0.2943,1.0000,0.4445,0.9956,0.9088,0.9859
37.5000,0.0200,0.0164,0.0007,0.0011,14.8797,1.0468,0.7220,9.6186,8.7035,0.0307,0.1717,0.0329,0.1717,1.5998,-23.4723,-49.5120,141.9913,0.4071,0.0019,0.3023,141.9932,0.7476,100.0000,100.0000,0.0112,0.0117,0.2793,0.9700,0.3869,0.9993,0.7025,0.9913
37.5000,0.0271,0.0091,0.0011,0.0007,12.1014,4.9910,0.5742,8.3753,9.8795,0.0201,0.1008,0.0219,0.1008,1.1465,27.2263,2.0884,83.6886,0.2437,0.0011,0.2078,83.6897,0.4896,100.0000,100.0000,0.0507,0.0137,0.1434,1.0000,0.3378,0.9903,1.4897,0.9935
37.5000,0.0316,0.0148,0.0010,0.0010,11.2724,2.5139,0.6989,14.9658,8.6588,0.0190,0.1105,0.0172,0.1105,1.2280,20.6750,-4.1657,91.2225,0.2571,0.0012,0.2153,91.2238,0.5208,100.0000,100.0000,0.0259,0.0135,0.1759,1.0000,0.3424,0.9828,1.3113,0.9976
37.5000,0.0245,0.0134,0.0010,0.0006,16.9819,2.4136,0.5699,2.2584,8.9247,0.0245,0.1415,0.0307,0.1415,1.0416,-1.6417,-41.4588,116.8860,0.3382,0.0020,0.3297,116.8880,0.7073,100.0000,100.0000,0.0248,0.0106,0.2943,1.0000,0.2634,0.9850,0.9574,0.9908
37.5000,0.0179,0.0101,0.0008,0.0009,16.9696,0.7870,0.0297,0.8075,9.8247,0.0209,0.1414,0.0265,0.1414,1.9145,-1.1045,-40.5696,116.2680,0.3302,0.0021,0.3430,116.2701,0.7028,100.0000,100.0000,0.0088,0.0097,0.3245,1.0000,0.4334,0.9872,1.1586,0.9984
37.5000,0.0223,0.0161,0.0006,0.0006,14.3901,5.3697,0.7988,1.6472,8.0335,0.0194,0.1501,0.0280,0.1501,1.6367,-6.9612,-27.5222,123.0040,0.3476,0.0014,0.2505,123.0054,0.6376,100.0000,100.0000,0.0546,0.0146,0.1812,0.9700,0.4130,0.9920,1.3544,0.9970
37.5000,0.0206,0.0127,0.0008,0.0006,12.6438,0.2168,0.9254,1.7656,8.6606,0.0328,0.1139,0.0308,0.1139,1.6146,16.5161,-23.2436,96.0047,0.2913,0.0018,0.2902,96.0065,0.6162,92.5397,92.5397,0.0031,0.0139,0.2733,0.9500,0.4352,0.9895,0.5284,0.9836
37.5000,0.0301,0.0125,0.0007,0.0008,11.2722,2.2616,0.3079,7.5043,9.3878,0.0319,0.0939,0.0219,0.0939,1.1896,30.4895,-0.8405,79.9358,0.2417,0.0013,0.2185,79.9371,0.5042,100.0000,100.0000,0.0233,0.0141,0.1810,1.0000,0.4834,0.9835,0.8515,0.9971
37.5000,0.0197,0.0087,0.0011,0.0006,10.5532,1.5511,0.5360,8.0846,8.1095,0.0224,0.0879,0.0253,0.0879,1.4572,35.8994,7.4368,73.7144,0.2236,0.0013,0.2092,73.7156,0.4628,100.0000,100.0000,0.0164,0.0091,0.1836,1.0000,0.2948,0.9957,1.4369,0.9817
37.5000,0.0243,0.0115,0.0008,0.0009,14.4833,3.1606,0.5968,13.9550,9.8988,0.0260,0.1403,0.0295,0.1403,1.7088,-0.9709,-28.5557,116.1149,0.3361,0.0016,0.2692,116.1165,0.6428,100.0000,100.0000,0.0325,0.0081,0.2286,1.0000,0.4188,0.9869,1.0011,0.9918
37.5000,0.0223,0.0152,0.0008,0.0009,11.1812,5.3916,0.6380,1.3417,8.4244,0.0314,0.0932,0.0175,0.0932,1.8869,31.0829,8.3520,79.2537,0.2352,0.0010,0.1838,79.2546,0.4582,100.0000,100.0000,0.0548,0.0110,0.1181,1.0000,0.3544,0.9835,0.7663,0.9824
37.5000,0.0197,0.0094,0.0009,0.0008,15.0762,4.1530,0.1815,15.5961,9.5617,0.0204,0.1488,0.0286,0.1488,1.2934,-6.2038,-39.7870,122.1325,0.3466,0.0019,0.3215,122.1344,0.6989,84.4039,84.4039,0.0499,0.0099,0.2617,1.0000,0.3011,0.9862,0.8527,0.9900
37.5000,0.0237,0.0087,0.0007,0.0009,8.5490,4.4713,0.2318,6.6371,8.8975,0.0209,0.0712,0.0290,0.0712,1.1724,47.7158,26.3727,60.1261,0.1924,0.0007,0.1418,60.1268,0.3681,100.0000,100.0000,0.0455,0.0134,0.0829,1.0000,0.3295,0.9945,1.2847,0.9873
37.5000,0.0235,0.0155,0.0008,0.0010,10.3596,4.7349,0.4730,12.2901,9.0054,0.0261,0.0863,0.0318,0.0863,1.6827,36.5384,11.6784,72.9799,0.2306,0.0009,0.1702,72.9809,0.4416,100.0000,100.0000,0.0483,0.0084,0.1135,1.0000,0.4191,0.9809,1.3240,0.9935
37.5000,0.0242,0.0144,0.0008,0.0010,8.8067,1.6456,0.5512,8.0422,8.8393,0.0174,0.0734,0.0195,0.0734,1.0627,46.6799,20.4764,61.3171,0.1836,0.0010,0.1736,61.3181,0.3976,100.0000,100.0000,0.0170,0.0103,0.1463,1.0000,0.3122,0.9805,0.6762,0.9803
37.5000,0.0203,0.0121,0.0010,0.0009,9.5825,2.2250,0.1228,12.3406,8.5310,0.0313,0.0799,0.0269,0.0799,1.5920,40.3662,13.3463,68.5778,0.2179,0.0011,0.1810,68.5789,0.4333,100.0000,100.0000,0.0231,0.0092,0.1486,1.0000,0.3847,0.9803,1.2381,0.9919
37.5000,0.0280,0.0124,0.0006,0.0009,11.2569,5.3149,0.6127,11.1252,8.2402,0.0278,0.0938,0.0195,0.0938,1.6059,31.1100,6.3706,79.2225,0.2350,0.0010,0.1913,79.2235,0.4681,100.0000,100.0000,0.0541,0.0157,0.1214,1.0000,0.4917,0.9818,1.4222,0.9804
37.5000,0.0179,0.0085,0.0006,0.0008,16.4205,4.9947,0.6146,15.6354,9.6148,0.0285,0.1622,0.0322,0.1622,1.6425,-16.5553,-52.0942,134.0366,0.3852,0.0020,0.3476,134.0386,0.7605,84.3646,84.3646,0.0601,0.0142,0.2733,1.0000,0.3266,0.9847,1.1091,0.9919
37.5000,0.0274,0.0103,0.0007,0.0009,9.0651,4.6703,0.8197,3.7628,8.5473,0.0224,0.0922,0.0218,0.0922,1.0518,32.9673,17.1198,77.0868,0.2285,0.0008,0.1467,77.0876,0.4144,100.0000,100.0000,0.0475,0.0103,0.0889,0.9700,0.3093,0.9927,1.4353,0.9915
37.5000,0.0215,0.0090,0.0008,0.0009,13.1602,4.6925,0.1412,9.6312,8.8239,0.0288,0.1097,0.0216,0.1097,1.9978,19.9528,-6.7394,92.0530,0.2697,0.0013,0.2317,92.0543,0.5337,100.0000,100.0000,0.0478,0.0141,0.1698,1.0000,0.3216,0.9923,0.9528,0.9991
37.5000,0.0191,0.0160,0.0010,0.0007,11.0217,3.4746,0.7621,16.5014,9.2987,0.0189,0.1443,0.0276,0.1443,1.3825,-2.8773,-22.2580,118.3076,0.3352,0.0013,0.2393,118.3089,0.6113,83.4986,83.4986,0.0423,0.0157,0.1814,0.9700,0.3940,0.9871,0.5207,0.9983
37.5000,0.0218,0.0102,0.0006,0.0009,11.4485,1.6087,0.2976,9.1987,8.8337,0.0291,0.0954,0.0206,0.0954,1.6551,29.8405,-0.8976,80.6821,0.2405,0.0014,0.2305,80.6835,0.5045,100.0000,100.0000,0.0169,0.0137,0.1999,1.0000,0.3149,0.9956,0.8798,0.9855
37.5000,0.0323,0.0117,0.0007,0.0009,8.1388,3.7094,0.4727,5.7893,8.6458,0.0230,0.0678,0.0299,0.0678,1.3139,49.8226,26.0176,57.7033,0.1885,0.0007,0.1358,57.7040,0.3699,100.0000,100.0000,0.0379,0.0084,0.0895,1.0000,0.3225,0.9906,1.3372,0.9929
37.5000,0.0197,0.0111,0.0008,0.0009,13.0517,4.5067,0.8062,10.9071,8.7453,0.0211,0.1349,0.0250,0.1349,1.7081,3.3933,-16.5309,111.0964,0.3159,0.0013,0.2341,111.0977,0.5827,100.0000,100.0000,0.0459,0.0154,0.1728,0.9700,0.4275,0.9832,0.8896,0.9906
37.5000,0.0253,0.0166,0.0011,0.0009,14.0687,4.3268,0.2812,10.3462,9.5230,0.0189,0.1172,0.0179,0.1172,1.6602,15.9732,-13.4377,96.6293,0.2713,0.0015,0.2519,96.6308,0.5672,100.0000,100.0000,0.0440,0.0090,0.1989,1.0000,0.2781,0.9985,0.6054,0.9803
37.5000,0.0194,0.0131,0.0006,0.0007,12.3876,2.3723,0.0067,14.6289,9.2077,0.0202,0.1209,0.0269,0.1209,1.5302,13.2427,-12.7617,99.7695,0.2889,0.0014,0.2411,99.7709,0.5638,100.0000,100.0000,0.0246,0.0125,0.2040,1.0000,0.3040,0.9903,1.4129,0.9829
37.5000,0.0227,0.0129,0.0010,0.0009,14.1657,2.3647,0.5799,17.6764,8.1218,0.0291,0.1434,0.0208,0.1434,1.2436,-3.5453,-41.2536,119.0751,0.3366,0.0020,0.3322,119.0771,0.7063,82.3236,82.3236,0.0294,0.0114,0.2914,1.0000,0.3914,0.9990,0.9490,0.9846
37.5000,0.0226,0.0150,0.0008,0.0008,12.7814,3.9175,0.6807,16.9960,8.5279,0.0213,0.1283,0.0259,0.1283,1.5115,7.9569,-24.4022,105.8480,0.3038,0.0016,0.2790,105.8496,0.6220,83.0040,83.0040,0.0479,0.0147,0.2163,1.0000,0.3159,0.9976,0.6928,0.9884
37.5000,0.0292,0.0152,0.0010,0.0010,12.9715,0.0145,0.3264,13.7013,8.9171,0.0307,0.1253,0.0306,0.1253,1.1650,8.8530,-25.6696,104.8174,0.3119,0.0017,0.2701,104.8191,0.6283,100.0000,100.0000,0.0010,0.0085,0.2606,1.0000,0.4573,0.9958,1.2955,0.9954
37.5000,0.0185,0.0117,0.0008,0.0009,11.8775,5.7339,0.6017,14.6386,8.5817,0.0234,0.1160,0.0218,0.1160,1.7300,16.2790,-1.2074,96.2781,0.2772,0.0010,0.1970,96.2792,0.5060,100.0000,100.0000,0.0582,0.0144,0.1244,1.0000,0.3729,0.9897,0.8476,0.9896
37.5000,0.0197,0.0150,0.0006,0.0011,9.3761,4.8667,0.7732,10.1611,8.5743,0.0176,0.1011,0.0267,0.1011,1.2549,27.3999,12.2154,83.4893,0.2465,0.0008,0.1561,83.4901,0.4389,100.0000,100.0000,0.0494,0.0151,0.0916,0.9700,0.3091,0.9847,1.0738,0.9876
37.5000,0.0266,0.0129,0.0009,0.0006,12.3185,0.7216,0.0433,6.9552,8.0678,0.0245,0.1027,0.0175,0.1027,1.3156,25.3971,-8.0577,85.7918,0.2473,0.0016,0.2520,85.7934,0.5403,100.0000,100.0000,0.0081,0.0088,0.2351,1.0000,0.3053,0.9902,1.4113,0.9877
37.5000,0.0285,0.0146,0.0007,0.0007,15.2062,4.8944,0.5643,17.8150,8.2124,0.0279,0.1542,0.0316,0.1542,1.0306,-10.9027,-47.9314,127.5363,0.3679,0.0019,0.3272,127.5381,0.7397,82.1850,82.1850,0.0603,0.0130,0.2540,1.0000,0.4282,0.9868,1.1426,0.9891
37.5000,0.0201,0.0146,0.0007,0.0010,14.3833,1.9377,0.0112,9.8525,9.6115,0.0288,0.1199,0.0261,0.1199,1.5687,12.8654,-21.9844,100.2031,0.2946,0.0017,0.2790,100.2048,0.6099,100.0000,100.0000,0.0201,0.0096,0.2493,1.0000,0.4460,0.9924,0.6272,0.9997
37.5000,0.0274,0.0103,0.0011,0.0009,11.4486,5.9534,0.0621,12.5867,9.5796,0.0305,0.0954,0.0179,0.0954,1.0465,29.6547,7.6877,80.8961,0.2391,0.0010,0.1827,80.8971,0.4616,100.0000,100.0000,0.0603,0.0122,0.1102,1.0000,0.4876,0.9963,1.1198,0.9996
37.5000,0.0178,0.0101,0.0007,0.0010,13.4563,5.9882,0.7819,12.1979,9.1347,0.0307,0.1434,0.0230,0.1434,1.4714,-3.7776,-18.1590,119.3430,0.3406,0.0012,0.2206,119.3443,0.5908,100.0000,100.0000,0.0606,0.0103,0.1497,0.9700,0.3621,0.9862,0.7908,0.9997
37.5000,0.0176,0.0092,0.0008,0.0007,16.2692,4.2464,0.1805,9.2215,9.3523,0.0304,0.1356,0.0220,0.1356,1.3151,1.7214,-29.5884,113.0186,0.3236,0.0018,0.2960,113.0204,0.6479,100.0000,100.0000,0.0434,0.0089,0.2438,1.0000,0.4987,0.9965,1.4534,0.9873
37.5000,0.0190,0.0109,0.0008,0.0011,11.9456,0.3317,0.1177,8.1549,8.4663,0.0207,0.0995,0.0282,0.0995,1.6562,28.0546,-6.0786,82.7357,0.2479,0.0016,0.2506,82.7372,0.5304,100.0000,100.0000,0.0043,0.0104,0.2359,1.0000,0.4140,0.9849,1.3679,0.9856
37.5000,0.0320,0.0140,0.0009,0.0006,13.8980,2.7133,0.4776,16.3429,8.9145,0.0307,0.1384,0.0290,0.1384,1.5699,-0.3083,-40.4602,115.3526,0.3365,0.0019,0.3183,115.3545,0.7023,83.6571,83.6571,0.0331,0.0160,0.2692,1.0000,0.3107,0.9843,0.6160,0.9942
37.5000,0.0198,0.0105,0.0006,0.0009,9.0708,2.7431,0.4099,5.9308,8.6400,0.0172,0.0756,0.0313,0.0756,1.2972,45.1697,20.2636,63.0538,0.1997,0.0010,0.1671,63.0548,0.3987,100.0000,100.0000,0.0283,0.0094,0.1293,1.0000,0.3422,0.9944,1.4869,0.9803
37.5000,0.0226,0.0155,0.0007,0.0009,9.8932,0.4027,0.1921,7.1366,9.3328,0.0303,0.0824,0.0306,0.0824,1.7476,38.6890,5.9389,70.5064,0.2258,0.0013,0.2049,70.5077,0.4703,100.0000,100.0000,0.0050,0.0097,0.1902,1.0000,0.4348,0.9863,1.3873,0.9995
37.5000,0.0197,0.0142,0.0010,0.0011,13.0525,3.1807,0.7079,12.3282,8.9867,0.0330,0.1537,0.0258,0.1537,1.6342,-11.1903,-29.8838,127.8674,0.3661,0.0014,0.2473,127.8688,0.6494,100.0000,100.0000,0.0327,0.0150,0.1997,0.9700,0.4820,0.9952,1.1325,0.9900
37.5000,0.0231,0.0145,0.0006,0.0008,12.2583,1.1430,0.9507,12.4239,8.7783,0.0244,0.1075,0.0238,0.1075,1.7926,22.0676,-12.8940,89.6206,0.2631,0.0016,0.2624,89.6222,0.5645,95.0661,95.0661,0.0128,0.0109,0.2387,0.9500,0.4147,0.9822,0.5404,0.9805
37.5000,0.0313,0.0121,0.0009,0.0011,10.9120,4.4773,0.7606,9.7252,9.7959,0.0309,0.1196,0.0210,0.1196,1.8162,12.7926,-5.4844,100.2875,0.2911,0.0010,0.1910,100.2885,0.5274,100.0000,100.0000,0.0456,0.0154,0.1299,0.9700,0.3106,0.9831,1.0041,0.9930
37.5000,0.0181,0.0118,0.0010,0.0007,14.9814,3.1905,0.2031,3.2815,8.1481,0.0315,0.1248,0.0311,0.1248,1.9704,9.0400,-25.4376,104.6023,0.3123,0.0017,0.2834,104.6040,0.6272,100.0000,100.0000,0.0328,0.0135,0.2372,1.0000,0.2878,0.9851,0.8127,0.9955
37.5000,0.0175,0.0167,0.0008,0.0007,15.8795,5.7958,0.6056,0.3516,8.8415,0.0228,0.1323,0.0222,0.1323,1.6297,4.9743,-24.4346,109.2780,0.3096,0.0016,0.2770,109.2795,0.6222,100.0000,100.0000,0.0587,0.0143,0.2040,1.0000,0.4907,0.9879,0.5002,0.9898
37.5000,0.0179,0.0157,0.0008,0.0007,14.2965,4.7550,0.9947,17.3653,8.1384,0.0313,0.1449,0.0182,0.1449,1.4526,-4.9037,-36.2676,120.6375,0.3393,0.0018,0.3070,120.6393,0.6813,82.1998,82.1998,0.0586,0.0114,0.2370,0.9500,0.3492,0.9884,0.8273,0.9802
37.5000,0.0174,0.0153,0.0011,0.0011,10.3433,5.4113,0.0469,0.9061,8.8125,0.0179,0.0862,0.0227,0.0862,1.1133,37.6994,17.7007,71.6449,0.2130,0.0009,0.1637,71.6457,0.4115,100.0000,100.0000,0.0547,0.0098,0.0992,1.0000,0.4190,0.9936,0.7241,0.9970
37.5000,0.0256,0.0126,0.0010,0.0010,10.9995,5.5099,0.4156,2.9344,8.3608,0.0298,0.0917,0.0282,0.0917,1.2857,32.3443,7.6058,77.8031,0.2414,0.0009,0.1806,77.8040,0.4620,100.0000,100.0000,0.0560,0.0124,0.1122,1.0000,0.4866,0.9914,1.3710,0.9809
37.5000,0.0208,0.0167,0.0007,0.0007,9.1791,2.9534,0.3799,6.3763,8.0759,0.0310,0.0765,0.0261,0.0765,1.5071,42.7373,16.3822,65.8511,0.2101,0.0009,0.1691,65.8521,0.4181,100.0000,100.0000,0.0304,0.0116,0.1270,1.0000,0.4805,0.9981,1.2738,0.9820
37.5000,0.0299,0.0140,0.0011,0.0011,13.5063,5.3422,0.1940,5.5402,8.3758,0.0231,0.1126,0.0241,0.1126,1.6316,18.6829,-10.3764,93.5134,0.2723,0.0013,0.2335,93.5146,0.5519,100.0000,100.0000,0.0543,0.0155,0.1637,1.0000,0.4595,0.9936,0.9094,0.9991
37.5000,0.0221,0.0134,0.0009,0.0007,15.9947,5.2023,0.6420,2.3691,8.1597,0.0249,0.1333,0.0326,0.1333,1.8900,4.0284,-29.1440,110.3657,0.3241,0.0016,0.2846,110.3674,0.6457,100.0000,100.0000,0.0530,0.0144,0.2173,1.0000,0.4813,0.9998,0.9707,0.9945
37.5000,0.0251,0.0156,0.0011,0.0006,15.7122,1.9857,0.1632,9.2633,9.6423,0.0291,0.1309,0.0239,0.1309,1.6872,5.1230,-33.7162,109.1067,0.3149,0.0019,0.3114,109.1086,0.6686,100.0000,100.0000,0.0209,0.0125,0.2781,1.0000,0.4564,0.9810,1.4512,0.9882
37.5000,0.0286,0.0125,0.0007,0.0007,15.4156,0.4300,0.3265,7.0933,9.8501,0.0325,0.1285,0.0256,0.1285,1.9397,6.3880,-36.3711,107.6518,0.3151,0.0020,0.3242,107.6538,0.6819,100.0000,100.0000,0.0051,0.0140,0.3050,1.0000,0.3641,0.9961,0.6382,0.9831
37.5000,0.0246,0.0141,0.0007,0.0009,15.6679,4.9645,0.2237,9.0793,8.5147,0.0293,0.1306,0.0300,0.1306,1.1434,5.3535,-28.2159,108.8418,0.3204,0.0016,0.2805,108.8434,0.6411,100.0000,100.0000,0.0505,0.0126,0.2174,1.0000,0.3606,0.9869,1.4138,0.9857
37.5000,0.0241,0.0128,0.0009,0.0006,8.6247,5.2288,0.1287,0.4182,9.3569,0.0227,0.0719,0.0214,0.0719,1.7487,47.0370,27.8243,60.9068,0.1879,0.0007,0.1347,60.9075,0.3609,100.0000,100.0000,0.0531,0.0128,0.0689,1.0000,0.4785,0.9856,0.6797,0.9902
37.5000,0.0179,0.0159,0.0011,0.0006,15.3349,2.9326,0.4700,12.8054,8.5258,0.0303,0.1278,0.0267,0.1278,1.7683,7.1495,-28.6752,106.7764,0.3126,0.0017,0.2954,106.7781,0.6434,100.0000,100.0000,0.0303,0.0145,0.2506,1.0000,0.4617,0.9865,1.3094,0.9910
37.5000,0.0196,0.0097,0.0010,0.0011,14.3333,0.0117,0.7558,17.9830,8.1377,0.0212,0.1927,0.0254,0.1927,1.5406,-36.8087,-67.0827,157.3277,0.4320,0.0023,0.3721,157.3300,0.8354,82.0170,82.0170,0.0010,0.0146,0.3565,0.9700,0.4830,0.9945,1.0974,0.9801
37.5000,0.0172,0.0149,0.0007,0.0008,15.3327,5.3701,0.1274,9.5247,9.4991,0.0312,0.1278,0.0197,0.1278,1.4257,7.0461,-21.9441,106.8955,0.3064,0.0015,0.2698,106.8970,0.6097,100.0000,100.0000,0.0545,0.0145,0.2008,1.0000,0.2816,0.9913,1.1805,0.9937
37.5000,0.0183,0.0132,0.0006,0.0009,11.5941,3.7114,0.8958,0.2692,8.7572,0.0229,0.1079,0.0177,0.1079,1.4759,21.9804,0.9257,89.7214,0.2563,0.0012,0.2061,89.7226,0.4954,100.0000,100.0000,0.0378,0.0083,0.1600,0.9700,0.2718,0.9892,0.8887,0.9871
37.5000,0.0322,0.0114,0.0008,0.0006,11.3801,1.3661,0.1528,16.3374,9.5655,0.0326,0.1134,0.0304,0.1134,1.9293,16.8854,-20.9835,95.5801,0.2898,0.0017,0.2701,95.5818,0.6049,83.6626,83.6626,0.0173,0.0091,0.2437,1.0000,0.3128,0.9986,1.3798,0.9833
37.5000,0.0259,0.0149,0.0008,0.0006,12.0228,2.5649,0.9925,14.7601,9.6885,0.0214,0.1184,0.0315,0.1184,1.7939,14.8303,-12.7854,97.9438,0.2897,0.0014,0.2321,97.9452,0.5639,99.2540,99.2540,0.0266,0.0117,0.1938,0.9500,0.3140,0.9841,0.5542,0.9847
37.5000,0.0196,0.0095,0.0010,0.0010,15.6935,0.3965,0.8579,3.7357,8.2089,0.0299,0.1524,0.0189,0.1524,1.8554,-9.9553,-43.2156,126.4466,0.3538,0.0020,0.3312,126.4486,0.7161,100.0000,100.0000,0.0047,0.0148,0.3116,0.9700,0.3465,0.9995,0.6010,0.9823
37.5000,0.0300,0.0154,0.0007,0.0008,10.2490,4.7532,0.8183,0.9736,8.8569,0.0280,0.1044,0.0206,0.1044,1.1071,23.7422,5.6465,87.6955,0.2573,0.0009,0.1675,87.6964,0.4718,100.0000,100.0000,0.0482,0.0082,0.1111,0.9700,0.2898,0.9873,0.9446,0.9918
37.5000,0.0322,0.0139,0.0008,0.0006,10.7234,3.4648,0.7836,4.3208,9.1154,0.0175,0.1140,0.0306,0.1140,1.1792,18.3919,-3.2757,93.8482,0.2761,0.0011,0.1927,93.8493,0.5164,100.0000,100.0000,0.0353,0.0115,0.1458,0.9700,0.2817,0.9820,0.9211,0.9973
37.5000,0.0273,0.0090,0.0008,0.0010,11.7102,4.6664,0.8870,5.2259,9.6537,0.0264,0.1100,0.0232,0.1100,1.3092,20.0287,-2.4416,91.9659,0.2696,0.0011,0.2045,91.9670,0.5122,100.0000,100.0000,0.0475,0.0137,0.1433,0.9700,0.3906,0.9871,1.4691,0.9851
37.5000,0.0326,0.0099,0.0007,0.0009,15.4348,4.4209,0.6548,8.5348,9.2151,0.0224,0.1286,0.0232,0.1286,1.1621,7.5981,-25.5329,106.2605,0.3028,0.0016,0.2808,106.2621,0.6277,100.0000,100.0000,0.0449,0.0134,0.2225,1.0000,0.2876,0.9878,0.8843,0.9910
37.5000,0.0203,0.0110,0.0007,0.0010,10.1816,3.8856,0.3460,3.6907,9.2889,0.0277,0.0848,0.0182,0.0848,1.8571,37.3616,14.5121,72.0331,0.2156,0.0010,0.1788,72.0341,0.4274,100.0000,100.0000,0.0398,0.0114,0.1276,1.0000,0.3886,0.9888,1.0383,0.9890
37.5000,0.0204,0.0123,0.0007,0.0008,11.6859,4.7608,0.4088,5.6052,9.0222,0.0273,0.0974,0.0296,0.0974,1.7235,28.6927,2.6854,82.0023,0.2517,0.0011,0.2007,82.0034,0.4866,100.0000,100.0000,0.0483,0.0122,0.1402,1.0000,0.2744,0.9961,0.5146,0.9896
