MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software tool.Analysis time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.camera.Transmission delay,UAV.camera.Transparency,UAV.nav.Wireless connection delay rate
50.0000,0.0324,0.0145,0.0006,0.0010,8.2990,5.5619,0.8277,10.9511,9.2045,0.0270,0.0836,0.0278,0.0836,2.7719,38.3468,20.4880,70.9006,0.2219,0.0006,0.1271,70.9012,0.3976,100.0000,100.0000,0.0568,0.0150,0.0553,1.3950,0.9700,1.0102
50.0000,0.0173,0.0147,0.0006,0.0008,8.8330,5.9837,0.7914,3.5443,8.4417,0.0239,0.0930,0.0235,0.0930,1.1151,32.1791,20.9191,77.9934,0.2335,0.0006,0.1285,77.9940,0.3954,100.0000,100.0000,0.0604,0.0108,0.0574,0.7738,0.9700,0.6697
50.0000,0.0318,0.0145,0.0006,0.0008,10.5950,1.7349,0.7518,14.2345,8.9549,0.0318,0.1369,0.0260,0.1369,2.1263,0.5872,-16.6660,114.3235,0.3317,0.0012,0.2040,114.3247,0.5833,100.0000,100.0000,0.0183,0.0082,0.1775,1.2645,0.9700,0.5443
50.0000,0.0258,0.0162,0.0006,0.0010,8.5876,2.0075,0.2556,0.8066,8.6077,0.0198,0.0716,0.0239,0.0716,1.7039,47.6377,20.3925,60.2157,0.1868,0.0009,0.1676,60.2166,0.3980,100.0000,100.0000,0.0209,0.0146,0.1321,1.4437,1.0000,0.8911
50.0000,0.0318,0.0146,0.0007,0.0008,12.0903,4.4695,0.3556,14.9656,8.2977,0.0314,0.1185,0.0298,0.1185,2.2077,13.4792,-10.6775,99.4978,0.2982,0.0012,0.2073,99.4990,0.5534,100.0000,100.0000,0.0456,0.0087,0.1531,0.9058,1.0000,1.1861
50.0000,0.0224,0.0098,0.0008,0.0009,9.7177,5.7867,0.6791,5.7352,8.7061,0.0281,0.0810,0.0324,0.0810,1.1236,39.9944,19.1448,69.0057,0.2225,0.0007,0.1479,69.0064,0.4043,100.0000,100.0000,0.0585,0.0100,0.0794,1.0181,1.0000,1.4161
50.0000,0.0191,0.0101,0.0008,0.0011,9.8399,4.5129,0.7100,14.7121,9.9484,0.0222,0.1354,0.0240,0.1354,2.9856,2.8952,-2.2509,111.6697,0.3171,0.0009,0.1632,111.6705,0.5113,100.0000,100.0000,0.0463,0.0096,0.1073,1.1108,0.9700,1.2939
50.0000,0.0182,0.0154,0.0008,0.0009,16.4641,5.0779,0.3652,0.2031,8.7814,0.0236,0.1372,0.0313,0.1372,2.0889,1.4710,-31.5550,113.3067,0.3293,0.0017,0.2931,113.3084,0.6578,100.0000,100.0000,0.0517,0.0134,0.2280,1.1475,1.0000,0.5630
50.0000,0.0308,0.0149,0.0008,0.0006,10.5644,2.9618,0.9902,17.8775,8.1399,0.0214,0.1083,0.0327,0.1083,1.5590,21.8927,-10.1729,89.8221,0.2706,0.0014,0.2331,89.8234,0.5509,81.3189,81.3189,0.0373,0.0085,0.1873,1.4132,0.9500,0.6582
50.0000,0.0185,0.0115,0.0006,0.0006,15.3568,2.2117,0.0123,4.2520,9.0824,0.0220,0.1280,0.0273,0.1280,2.3084,8.1092,-27.7374,105.6726,0.3052,0.0018,0.3023,105.6744,0.6387,100.0000,100.0000,0.0230,0.0158,0.2635,0.8010,1.0000,1.0484
50.0000,0.0270,0.0132,0.0006,0.0009,11.1816,5.8563,0.9352,0.3649,8.3228,0.0233,0.0996,0.0318,0.0996,1.3210,27.6443,3.5617,83.2080,0.2544,0.0010,0.1861,83.2090,0.4822,93.5188,93.5188,0.0634,0.0081,0.1146,1.4293,0.9500,1.1915
50.0000,0.0205,0.0111,0.0009,0.0008,16.0764,1.4815,0.3486,8.4033,8.1236,0.0236,0.1340,0.0185,0.1340,1.3710,3.7218,-32.2721,110.7179,0.3101,0.0020,0.3180,110.7199,0.6614,100.0000,100.0000,0.0155,0.0100,0.2925,0.9752,1.0000,1.1390
50.0000,0.0247,0.0154,0.0007,0.0007,9.8295,0.5379,0.4255,15.6217,9.8265,0.0329,0.0971,0.0312,0.0971,1.1808,28.1753,-7.5599,82.5969,0.2582,0.0015,0.2381,82.5984,0.5378,84.3783,84.3783,0.0069,0.0105,0.2207,0.8541,1.0000,0.8626
50.0000,0.0227,0.0125,0.0010,0.0007,15.8386,0.6928,0.5595,10.6203,9.5942,0.0330,0.1320,0.0289,0.1320,2.3256,3.8762,-38.0369,110.5404,0.3259,0.0020,0.3274,110.5424,0.6902,100.0000,100.0000,0.0078,0.0159,0.3037,0.9220,1.0000,1.4550
50.0000,0.0218,0.0126,0.0008,0.0006,12.0430,5.8075,0.4254,10.2162,8.6002,0.0315,0.1004,0.0273,0.1004,1.4847,26.0786,1.7776,85.0085,0.2595,0.0010,0.1959,85.0096,0.4911,100.0000,100.0000,0.0589,0.0115,0.1255,1.4176,1.0000,1.4536
50.0000,0.0304,0.0105,0.0009,0.0011,9.7525,5.0959,0.1214,11.3124,9.8368,0.0309,0.0813,0.0263,0.0813,1.6767,39.4367,16.0727,69.6469,0.2197,0.0008,0.1570,69.6478,0.4196,100.0000,100.0000,0.0517,0.0119,0.0934,0.9097,1.0000,0.5506
50.0000,0.0330,0.0107,0.0008,0.0009,16.0232,3.8409,0.5980,0.1929,8.4421,0.0319,0.1335,0.0328,0.1335,2.0928,2.9467,-34.0679,111.6096,0.3318,0.0017,0.2932,111.6113,0.6703,100.0000,100.0000,0.0393,0.0100,0.2440,1.0215,1.0000,0.5945
50.0000,0.0271,0.0125,0.0006,0.0011,12.5812,1.7785,0.0860,14.7432,8.9600,0.0239,0.1230,0.0321,0.1230,1.7893,11.3311,-17.6505,101.9678,0.3020,0.0015,0.2450,101.9693,0.5883,100.0000,100.0000,0.0187,0.0100,0.2163,1.4564,1.0000,0.5310
50.0000,0.0278,0.0153,0.0007,0.0008,9.5022,0.7834,0.8440,5.9427,8.0889,0.0183,0.0938,0.0199,0.0938,1.1400,32.3436,7.3664,77.8037,0.2258,0.0012,0.1927,77.8049,0.4632,100.0000,100.0000,0.0085,0.0092,0.1749,1.3761,0.9700,0.9680
50.0000,0.0302,0.0112,0.0008,0.0007,12.7945,2.7341,0.2625,10.0242,8.7298,0.0272,0.1066,0.0308,0.1066,1.9568,22.2776,-11.0040,89.3794,0.2712,0.0014,0.2410,89.3808,0.5550,100.0000,100.0000,0.0282,0.0111,0.2017,1.0783,1.0000,0.9255
50.0000,0.0324,0.0147,0.0010,0.0011,14.4532,2.5595,0.2898,3.2349,9.7173,0.0231,0.1204,0.0228,0.1204,1.6672,13.1956,-22.3821,99.8234,0.2868,0.0017,0.2759,99.8251,0.6119,100.0000,100.0000,0.0264,0.0110,0.2385,1.3116,1.0000,1.0960
50.0000,0.0200,0.0123,0.0007,0.0007,16.3025,2.0196,0.7539,2.1126,9.4241,0.0275,0.1802,0.0299,0.1802,2.0047,-28.9520,-54.0932,148.2929,0.4178,0.0019,0.3189,148.2948,0.7705,100.0000,100.0000,0.0209,0.0118,0.2862,0.5192,0.9700,0.9874
50.0000,0.0253,0.0149,0.0009,0.0010,15.0835,4.9744,0.6867,2.6179,9.8559,0.0210,0.1257,0.0201,0.1257,1.0956,9.8187,-19.9892,103.7070,0.2925,0.0015,0.2654,103.7085,0.5999,100.0000,100.0000,0.0503,0.0126,0.2025,0.8388,1.0000,0.6033
50.0000,0.0285,0.0097,0.0007,0.0007,16.3242,3.8182,0.4845,17.9129,9.8017,0.0231,0.1657,0.0212,0.1657,2.1344,-18.2926,-56.6874,136.0343,0.3757,0.0022,0.3682,136.0365,0.7834,82.0871,82.0871,0.0474,0.0157,0.3051,1.1859,1.0000,0.6994
50.0000,0.0267,0.0113,0.0008,0.0010,9.0525,1.0742,0.2022,5.5678,9.4115,0.0320,0.0754,0.0327,0.0754,1.7108,43.3508,12.8211,65.1455,0.2156,0.0011,0.1806,65.1466,0.4359,100.0000,100.0000,0.0116,0.0090,0.1600,1.2711,1.0000,0.8003
50.0000,0.0203,0.0108,0.0006,0.0008,10.2381,4.9146,0.5703,12.7132,9.3891,0.0205,0.0853,0.0213,0.0853,1.5629,37.9803,17.3094,71.3217,0.2124,0.0009,0.1685,71.3226,0.4135,100.0000,100.0000,0.0498,0.0115,0.1073,0.7281,1.0000,1.4080
50.0000,0.0303,0.0086,0.0008,0.0007,9.3921,0.0600,0.4888,10.7153,9.9496,0.0198,0.0783,0.0260,0.0783,2.4004,42.9677,10.5545,65.5859,0.2023,0.0012,0.2046,65.5872,0.4472,100.0000,100.0000,0.0015,0.0158,0.1873,0.8017,1.0000,1.1807
50.0000,0.0250,0.0116,0.0006,0.0010,10.2458,1.5297,0.9102,7.2395,9.3398,0.0191,0.0938,0.0211,0.0938,1.6760,32.2482,3.1430,77.9133,0.2278,0.0013,0.2183,77.9146,0.4843,91.0155,91.0155,0.0175,0.0086,0.1921,0.8371,0.9500,1.0854
50.0000,0.0315,0.0138,0.0006,0.0009,10.0232,2.0581,0.0919,7.1073,8.9807,0.0315,0.0835,0.0208,0.0835,2.0597,37.7887,8.3932,71.5419,0.2193,0.0011,0.1920,71.5430,0.4580,100.0000,100.0000,0.0214,0.0105,0.1601,0.8628,1.0000,1.4638
50.0000,0.0323,0.0169,0.0007,0.0010,16.2294,2.0413,0.2982,3.0204,9.2603,0.0267,0.1352,0.0279,0.1352,1.1297,2.4267,-38.1751,112.2074,0.3251,0.0019,0.3148,112.2093,0.6909,100.0000,100.0000,0.0210,0.0093,0.2845,0.9970,1.0000,1.3106
50.0000,0.0202,0.0160,0.0009,0.0010,15.2504,1.6208,0.4746,4.8758,8.6926,0.0217,0.1271,0.0189,0.1271,2.7693,8.7635,-27.0210,104.9201,0.2947,0.0018,0.3024,104.9219,0.6351,100.0000,100.0000,0.0173,0.0120,0.2731,1.1122,1.0000,0.9325
50.0000,0.0286,0.0085,0.0006,0.0011,8.2696,1.6222,0.6745,5.4328,8.4696,0.0294,0.0689,0.0180,0.0689,2.3313,48.2199,23.0418,59.5462,0.1852,0.0009,0.1607,59.5471,0.3848,100.0000,100.0000,0.0172,0.0102,0.1334,1.0373,1.0000,0.7913
50.0000,0.0215,0.0139,0.0006,0.0009,10.9752,4.0400,0.5555,7.7116,8.2156,0.0223,0.0915,0.0301,0.0915,2.1944,33.4651,7.1398,76.5141,0.2353,0.0011,0.1921,76.5152,0.4643,100.0000,100.0000,0.0412,0.0114,0.1395,0.7142,1.0000,1.4732
50.0000,0.0295,0.0092,0.0009,0.0010,12.1275,3.9440,0.1348,12.6225,9.2098,0.0233,0.1011,0.0328,0.1011,2.6994,26.6553,-3.7162,84.3451,0.2582,0.0012,0.2197,84.3464,0.5186,100.0000,100.0000,0.0406,0.0146,0.1645,1.4752,1.0000,1.4214
50.0000,0.0329,0.0147,0.0006,0.0008,9.2821,0.0901,0.9106,9.2389,8.4561,0.0306,0.0849,0.0186,0.0849,1.0215,36.9158,3.6516,72.5455,0.2191,0.0013,0.2137,72.5468,0.4817,91.0643,91.0643,0.0015,0.0097,0.2025,0.6631,0.9500,1.1886
50.0000,0.0181,0.0100,0.0009,0.0010,11.2538,5.9309,0.7487,0.8037,9.1191,0.0260,0.1253,0.0272,0.1253,2.1947,9.4738,-3.2726,104.1042,0.3037,0.0009,0.1827,104.1051,0.5164,100.0000,100.0000,0.0603,0.0155,0.1069,1.2018,0.9700,0.8184
50.0000,0.0172,0.0103,0.0007,0.0010,8.2660,3.5552,0.0088,0.5086,8.1015,0.0294,0.0689,0.0290,0.0689,1.7179,48.2427,25.9278,59.5202,0.1962,0.0008,0.1449,59.5209,0.3704,100.0000,100.0000,0.0362,0.0139,0.0948,0.6764,1.0000,1.1375
50.0000,0.0242,0.0087,0.0010,0.0007,9.0086,0.1075,0.5732,4.5612,8.8039,0.0286,0.0751,0.0183,0.0751,1.9576,44.0443,15.9340,64.3479,0.1970,0.0012,0.1888,64.3490,0.4203,100.0000,100.0000,0.0018,0.0084,0.1786,0.5955,1.0000,1.0454
50.0000,0.0317,0.0136,0.0007,0.0008,10.6513,3.3547,0.7384,15.3781,9.3640,0.0287,0.1421,0.0173,0.1421,2.7650,-2.5686,-20.1703,117.9527,0.3301,0.0013,0.2238,117.9539,0.6009,84.6219,84.6219,0.0407,0.0099,0.1732,0.8322,0.9700,1.4133
50.0000,0.0273,0.0155,0.0009,0.0008,10.1540,1.7772,0.9762,9.4820,9.3095,0.0271,0.0867,0.0301,0.0867,2.0891,36.1642,4.0396,73.4100,0.2306,0.0012,0.2049,73.4112,0.4798,97.6221,97.6221,0.0190,0.0138,0.1721,0.5131,0.9500,0.8285
50.0000,0.0207,0.0129,0.0011,0.0007,11.6146,1.9367,0.3403,11.2110,9.1515,0.0279,0.0968,0.0268,0.0968,1.8009,29.0334,-2.1124,81.6103,0.2482,0.0013,0.2269,81.6116,0.5106,100.0000,100.0000,0.0201,0.0128,0.1940,0.8023,1.0000,0.7696
50.0000,0.0205,0.0159,0.0010,0.0006,8.9656,5.4094,0.1928,9.4865,9.6123,0.0197,0.0747,0.0172,0.0747,2.2172,45.4544,27.5926,62.7268,0.1864,0.0007,0.1376,62.7275,0.3620,100.0000,100.0000,0.0551,0.0107,0.0719,1.3114,1.0000,1.3078
50.0000,0.0201,0.0088,0.0010,0.0009,14.8891,1.2028,0.8576,15.0497,9.8434,0.0228,0.1703,0.0229,0.1703,1.0430,-21.4483,-53.8012,139.6634,0.3863,0.0022,0.3519,139.6655,0.7690,84.9503,84.9503,0.0146,0.0147,0.3225,0.6253,0.9700,0.5713
50.0000,0.0293,0.0092,0.0010,0.0007,15.6205,5.9418,0.1239,5.8383,8.5787,0.0223,0.1302,0.0197,0.1302,1.5527,6.5341,-21.1530,107.4843,0.3024,0.0015,0.2632,107.4858,0.6058,100.0000,100.0000,0.0602,0.0089,0.1941,1.4414,1.0000,0.9449
50.0000,0.0217,0.0142,0.0008,0.0007,10.4010,5.0389,0.6145,17.8194,9.9050,0.0197,0.1055,0.0272,0.1055,1.9097,24.0556,-0.5224,87.3350,0.2579,0.0011,0.2074,87.3361,0.5026,82.1806,82.1806,0.0622,0.0139,0.1312,1.3554,1.0000,1.3246
50.0000,0.0215,0.0163,0.0007,0.0006,15.7213,2.8310,0.6703,16.1613,9.0291,0.0254,0.1563,0.0260,0.1563,1.6394,-12.0203,-51.6104,128.8212,0.3640,0.0021,0.3550,128.8234,0.7581,83.8387,83.8387,0.0344,0.0125,0.3081,0.6947,1.0000,1.1493
50.0000,0.0210,0.0146,0.0007,0.0010,9.4383,2.7107,0.6880,10.0813,8.8473,0.0318,0.0787,0.0304,0.0787,2.0843,41.1323,12.9704,67.6969,0.2195,0.0010,0.1783,67.6979,0.4351,100.0000,100.0000,0.0280,0.0151,0.1352,1.2155,1.0000,1.1177
50.0000,0.0270,0.0163,0.0010,0.0011,13.7528,0.6623,0.2863,1.5591,9.1759,0.0190,0.1146,0.0215,0.1146,2.4352,17.7970,-19.7635,94.5317,0.2696,0.0017,0.2837,94.5334,0.5988,100.0000,100.0000,0.0075,0.0139,0.2623,0.6926,1.0000,0.9461
50.0000,0.0195,0.0157,0.0011,0.0009,12.3659,1.2408,0.0727,10.9451,9.1611,0.0288,0.1030,0.0271,0.1030,1.2687,24.5495,-8.7471,86.7665,0.2620,0.0015,0.2445,86.7680,0.5437,100.0000,100.0000,0.0129,0.0084,0.2232,0.6788,1.0000,1.2891
50.0000,0.0249,0.0143,0.0007,0.0008,15.0157,4.8947,0.0710,4.7292,8.5827,0.0319,0.1251,0.0265,0.1251,2.1427,8.7949,-23.2996,104.8844,0.3086,0.0015,0.2672,104.8859,0.6165,100.0000,100.0000,0.0499,0.0142,0.2031,1.1138,1.0000,1.2897
50.0000,0.0276,0.0141,0.0010,0.0010,9.7106,4.3696,0.3634,3.7690,8.9213,0.0266,0.0809,0.0270,0.0809,2.6611,40.2372,16.0355,68.7263,0.2155,0.0009,0.1605,68.7272,0.4198,100.0000,100.0000,0.0447,0.0086,0.1072,1.0263,1.0000,0.7033
50.0000,0.0323,0.0106,0.0009,0.0007,10.7104,1.2185,0.2282,15.8906,8.4295,0.0211,0.1061,0.0225,0.1061,1.2613,23.4240,-10.0759,88.0609,0.2559,0.0015,0.2499,88.0624,0.5504,84.1094,84.1094,0.0150,0.0088,0.2261,0.7596,1.0000,0.6241
50.0000,0.0212,0.0117,0.0009,0.0007,11.7035,4.9373,0.5115,11.7481,9.8282,0.0197,0.0975,0.0178,0.0975,2.5959,29.5841,7.0593,80.9771,0.2325,0.0011,0.1978,80.9782,0.4647,100.0000,100.0000,0.0503,0.0114,0.1361,0.6938,1.0000,1.4204
50.0000,0.0329,0.0148,0.0009,0.0011,13.6430,3.3046,0.4651,14.4712,9.0003,0.0300,0.1329,0.0183,0.1329,2.5304,3.6170,-23.0591,110.8389,0.3141,0.0015,0.2516,110.8404,0.6153,100.0000,100.0000,0.0341,0.0102,0.2073,1.2446,1.0000,0.9223
50.0000,0.0280,0.0083,0.0007,0.0008,15.0856,5.2772,0.1115,16.1432,8.0675,0.0213,0.1499,0.0251,0.1499,1.8554,-7.0623,-38.8968,123.1199,0.3461,0.0018,0.3106,123.1217,0.6945,83.8568,83.8568,0.0638,0.0124,0.2345,1.1785,1.0000,0.9383
50.0000,0.0204,0.0101,0.0009,0.0006,15.7858,4.0721,0.2241,9.3496,8.3997,0.0309,0.1315,0.0271,0.1315,1.1218,4.4527,-28.3171,109.8777,0.3211,0.0017,0.2886,109.8794,0.6416,100.0000,100.0000,0.0412,0.0127,0.2346,0.6399,1.0000,0.6139
50.0000,0.0185,0.0122,0.0009,0.0009,16.7796,3.4092,0.9294,10.1961,8.0278,0.0270,0.1505,0.0326,0.1505,2.6606,-8.1925,-45.6744,124.4194,0.3606,0.0020,0.3353,124.4214,0.7284,92.9368,92.9368,0.0379,0.0093,0.2882,1.4540,0.9500,0.7981
50.0000,0.0177,0.0096,0.0010,0.0009,15.1541,3.5845,0.1180,10.5312,9.2142,0.0210,0.1263,0.0186,0.1263,1.9290,9.4062,-20.8963,104.1812,0.2922,0.0016,0.2831,104.1829,0.6045,100.0000,100.0000,0.0367,0.0146,0.2318,1.1535,1.0000,0.6649
50.0000,0.0233,0.0104,0.0009,0.0006,12.3820,0.0489,0.0361,9.3857,9.5831,0.0282,0.1032,0.0170,0.1032,2.2720,24.5468,-9.7972,86.7696,0.2515,0.0016,0.2622,86.7712,0.5490,100.0000,100.0000,0.0014,0.0134,0.2474,1.0121,1.0000,1.2920
50.0000,0.0279,0.0164,0.0006,0.0011,12.1703,5.2600,0.6384,11.4209,8.5653,0.0313,0.1014,0.0299,0.1014,1.8817,25.3671,-3.4847,85.8267,0.2640,0.0011,0.2075,85.8278,0.5174,100.0000,100.0000,0.0534,0.0151,0.1389,1.1329,1.0000,1.2486
50.0000,0.0261,0.0103,0.0006,0.0008,11.9210,4.4492,0.1018,16.9884,8.2743,0.0296,0.1197,0.0322,0.1197,2.1744,12.8865,-17.8032,100.1791,0.3011,0.0014,0.2502,100.1805,0.5890,83.0116,83.0116,0.0544,0.0150,0.1808,0.5559,1.0000,1.4897
50.0000,0.0263,0.0085,0.0008,0.0010,8.6000,5.1379,0.9250,14.2785,9.3616,0.0177,0.0904,0.0275,0.0904,2.6360,34.8147,18.3903,74.9624,0.2259,0.0007,0.1456,74.9631,0.4080,92.4973,92.4973,0.0565,0.0135,0.0756,0.6576,0.9500,1.2826
50.0000,0.0176,0.0135,0.0007,0.0008,10.9041,0.2535,0.6504,15.5399,8.7039,0.0288,0.1076,0.0234,0.1076,1.9105,21.3995,-14.2086,90.3889,0.2674,0.0017,0.2710,90.3906,0.5710,84.4601,84.4601,0.0037,0.0144,0.2530,0.5056,1.0000,1.3963
50.0000,0.0297,0.0123,0.0006,0.0009,10.9905,0.7717,0.8995,11.4172,9.8791,0.0190,0.1018,0.0236,0.1018,1.9651,26.6916,-2.8625,84.3032,0.2462,0.0014,0.2245,84.3046,0.5143,100.0000,100.0000,0.0087,0.0109,0.2049,1.4525,0.9700,0.9660
50.0000,0.0293,0.0133,0.0010,0.0007,13.9037,0.4260,0.4926,0.0705,8.1846,0.0201,0.1159,0.0319,0.1159,2.4133,16.7753,-23.0781,95.7067,0.2838,0.0018,0.2874,95.7084,0.6154,100.0000,100.0000,0.0053,0.0120,0.2701,1.3045,1.0000,0.9382
50.0000,0.0326,0.0152,0.0006,0.0008,15.2750,1.0994,0.4054,5.6020,8.6238,0.0196,0.1273,0.0229,0.1273,1.9108,8.8949,-30.0296,104.7690,0.2971,0.0019,0.3039,104.7709,0.6501,100.0000,100.0000,0.0118,0.0081,0.2840,1.0944,1.0000,0.8994
50.0000,0.0310,0.0107,0.0011,0.0006,10.2060,3.1363,0.1169,16.4580,8.9860,0.0264,0.1018,0.0275,0.1018,2.0181,25.7388,-4.8325,85.3991,0.2575,0.0013,0.2233,85.4004,0.5242,83.5420,83.5420,0.0383,0.0153,0.1696,0.7442,1.0000,0.6898
50.0000,0.0239,0.0154,0.0010,0.0006,15.2533,5.9940,0.6470,4.7758,8.0400,0.0170,0.1271,0.0271,0.1271,1.8893,9.3562,-19.6085,104.2389,0.2984,0.0014,0.2587,104.2403,0.5980,100.0000,100.0000,0.0607,0.0120,0.1860,0.6797,1.0000,1.4815
50.0000,0.0292,0.0106,0.0009,0.0007,14.9143,5.5830,0.6176,3.1842,8.2319,0.0174,0.1243,0.0323,0.1243,1.8023,11.2716,-19.3777,102.0363,0.2982,0.0014,0.2573,102.0377,0.5969,100.0000,100.0000,0.0567,0.0134,0.1872,1.3422,1.0000,0.9509
50.0000,0.0225,0.0142,0.0009,0.0009,13.2094,2.6009,0.4284,2.4970,9.4924,0.0255,0.1101,0.0172,0.1101,2.1218,20.0989,-10.6694,91.8848,0.2628,0.0015,0.2521,91.8863,0.5533,100.0000,100.0000,0.0267,0.0127,0.2126,0.5369,1.0000,0.8385
50.0000,0.0200,0.0156,0.0007,0.0006,13.2245,0.1617,0.2173,7.6624,9.8833,0.0287,0.1102,0.0261,0.1102,2.2974,19.5863,-17.1045,92.4741,0.2753,0.0017,0.2735,92.4758,0.5855,100.0000,100.0000,0.0026,0.0088,0.2621,1.1341,1.0000,1.4716
50.0000,0.0179,0.0113,0.0009,0.0008,9.1241,5.9671,0.6743,14.5964,8.2864,0.0324,0.0890,0.0173,0.0890,1.0597,33.8340,21.1652,76.0902,0.2278,0.0007,0.1355,76.0909,0.3942,100.0000,100.0000,0.0602,0.0114,0.0639,0.8403,1.0000,1.3478
50.0000,0.0212,0.0143,0.0008,0.0007,10.8797,1.2963,0.6599,5.3494,9.5634,0.0292,0.0907,0.0188,0.0907,2.4609,33.1203,2.4569,76.9103,0.2293,0.0013,0.2215,76.9116,0.4877,100.0000,100.0000,0.0139,0.0154,0.1922,0.9849,1.0000,0.9161
50.0000,0.0173,0.0150,0.0006,0.0009,13.1853,2.6457,0.9228,17.8055,8.7188,0.0305,0.1449,0.0217,0.1449,1.9771,-4.7560,-40.0749,120.4675,0.3419,0.0019,0.3246,120.4694,0.7004,75.8526,75.8526,0.0358,0.0103,0.2784,1.3548,0.9500,0.8739
50.0000,0.0300,0.0110,0.0009,0.0008,10.4109,3.4960,0.6156,15.4757,9.9583,0.0266,0.1026,0.0195,0.1026,2.8257,25.1300,-3.2000,86.0993,0.2513,0.0012,0.2219,86.1005,0.5160,84.5243,84.5243,0.0424,0.0154,0.1642,0.8316,1.0000,1.0368
50.0000,0.0276,0.0084,0.0009,0.0010,16.4589,2.1719,0.8530,10.1994,9.4088,0.0325,0.1608,0.0238,0.1608,1.1269,-16.0934,-47.7538,133.5055,0.3779,0.0019,0.3231,133.5074,0.7388,100.0000,100.0000,0.0224,0.0147,0.2861,1.1187,0.9700,0.6490
50.0000,0.0195,0.0149,0.0007,0.0008,12.1455,0.7559,0.7841,10.5701,9.8373,0.0181,0.1291,0.0310,0.1291,2.4119,7.8491,-17.6912,105.9721,0.3072,0.0015,0.2453,105.9736,0.5885,100.0000,100.0000,0.0085,0.0087,0.2281,0.7575,0.9700,0.5826
50.0000,0.0184,0.0164,0.0009,0.0010,10.2793,3.6645,0.1236,2.9113,9.8195,0.0297,0.0857,0.0320,0.0857,2.3175,36.5370,9.6829,72.9814,0.2330,0.0010,0.1820,72.9825,0.4516,100.0000,100.0000,0.0375,0.0119,0.1326,0.8596,1.0000,0.5352
50.0000,0.0176,0.0124,0.0011,0.0009,12.9341,1.9418,0.9900,6.3810,9.5646,0.0219,0.1089,0.0177,0.1089,1.9683,21.3987,-8.2484,90.3900,0.2574,0.0015,0.2520,90.3915,0.5412,98.9974,98.9974,0.0204,0.0091,0.2224,0.8339,0.9500,0.6361
50.0000,0.0324,0.0118,0.0006,0.0009,11.7342,0.8534,0.5101,6.8869,9.0085,0.0240,0.0978,0.0203,0.0978,1.4228,28.8491,-4.6805,81.8221,0.2398,0.0015,0.2380,81.8235,0.5234,100.0000,100.0000,0.0092,0.0104,0.2184,0.9160,1.0000,1.4212
50.0000,0.0180,0.0109,0.0010,0.0010,11.5398,2.0883,0.2150,0.3853,9.4155,0.0242,0.0962,0.0291,0.0962,1.7986,29.9387,0.4457,80.5692,0.2457,0.0013,0.2213,80.5705,0.4978,100.0000,100.0000,0.0215,0.0099,0.1898,0.5929,1.0000,1.4197
50.0000,0.0270,0.0141,0.0006,0.0008,15.3918,2.0191,0.4191,9.5689,8.5535,0.0221,0.1283,0.0290,0.1283,2.1398,7.8864,-31.0163,105.9288,0.3077,0.0018,0.3049,105.9306,0.6551,100.0000,100.0000,0.0209,0.0159,0.2681,0.5803,1.0000,1.1871
50.0000,0.0321,0.0156,0.0008,0.0009,11.9488,3.0503,0.0825,17.1266,8.6883,0.0251,0.1202,0.0236,0.1202,1.4302,13.1442,-20.5563,99.8826,0.2890,0.0015,0.2644,99.8842,0.6028,82.8734,82.8734,0.0376,0.0118,0.2151,1.3902,1.0000,0.5442
50.0000,0.0289,0.0091,0.0006,0.0007,15.4564,2.4871,0.7253,11.9391,9.2972,0.0196,0.1776,0.0281,0.1776,2.6537,-26.1011,-48.1160,145.0145,0.4029,0.0018,0.2984,145.0163,0.7406,100.0000,100.0000,0.0259,0.0125,0.2599,1.1255,0.9700,0.9549
50.0000,0.0312,0.0095,0.0010,0.0009,9.8833,5.3035,0.7345,14.1532,8.0596,0.0194,0.1306,0.0242,0.1306,1.0386,6.6028,-1.1612,107.4060,0.3049,0.0008,0.1583,107.4068,0.5058,100.0000,100.0000,0.0536,0.0125,0.0923,0.8454,0.9700,1.2241
50.0000,0.0187,0.0157,0.0009,0.0010,9.8965,4.2276,0.6039,3.8574,9.2794,0.0280,0.0825,0.0264,0.0825,2.1459,38.9786,15.3151,70.1737,0.2193,0.0009,0.1678,70.1746,0.4234,100.0000,100.0000,0.0433,0.0106,0.1139,1.4864,1.0000,0.9030
50.0000,0.0181,0.0156,0.0009,0.0007,14.2998,5.1545,0.6639,3.5735,9.9203,0.0233,0.1192,0.0307,0.1192,1.3873,14.0661,-14.2220,98.8226,0.2923,0.0014,0.2436,98.8240,0.5711,100.0000,100.0000,0.0522,0.0082,0.1832,0.8089,1.0000,0.5265
