target_dist_base,env_wind_s,env_precipitation,cam_transparency,uav_cond_cruise_s,target_dist_path,lap_analys_t,camera_delay,MOE_Fuel,MOE_Time,wt_metric,Architecture,uav_t_prepare,onboard_trans_delay,onboard_analy_t,nav_accuracy
very_low,low,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,high,very_low,No_Impact,No_Impact
medium,very_low,high,very_low,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
high,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
high,medium,medium,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
high,medium,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
high,very_low,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
low,low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
high,low,medium,low,high,very_low,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
medium,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
high,low,medium,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
medium,medium,high,low,high,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
low,medium,medium,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
low,high,medium,high,low,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
high,medium,medium,high,high,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,medium,very_low,No_Impact,No_Impact
very_low,low,high,very_low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
very_low,very_low,medium,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,high,medium,No_Impact,No_Impact
very_low,medium,very_low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,medium,high,No_Impact,No_Impact
very_low,high,low,high,low,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
medium,high,high,low,high,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
high,low,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,low,No_Impact,No_Impact
medium,high,high,very_low,very_low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
low,low,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,low,No_Impact,No_Impact
high,medium,high,very_low,high,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
very_low,high,very_low,high,low,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,high,No_Impact,No_Impact
very_low,high,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,high,No_Impact,No_Impact
low,high,high,very_low,high,very_low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
high,very_low,medium,low,high,high,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS3,medium,high,No_Impact,No_Impact
very_low,high,low,high,low,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
low,very_low,high,very_low,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
low,high,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,medium,very_low,No_Impact,No_Impact
high,high,medium,high,low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,medium,very_low,No_Impact,No_Impact
medium,medium,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
high,high,medium,high,low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
very_low,low,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,high,No_Impact,No_Impact
very_low,high,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
high,very_low,very_low,high,high,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
high,medium,very_low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
high,medium,very_low,high,high,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,medium,No_Impact,No_Impact
high,high,high,low,low,low,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
very_low,high,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,low,No_Impact,No_Impact
very_low,medium,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,low,No_Impact,No_Impact
low,high,very_low,high,low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
high,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
high,very_low,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
medium,medium,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
low,high,low,high,low,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
medium,low,medium,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,low,medium,No_Impact,No_Impact
high,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,high,No_Impact,No_Impact
very_low,very_low,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,medium,low,No_Impact,No_Impact
very_low,medium,medium,low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
medium,low,high,low,high,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
very_low,high,medium,high,low,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,very_low,No_Impact,No_Impact
high,high,very_low,high,high,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,medium,very_low,No_Impact,No_Impact
high,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
high,very_low,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
very_low,very_low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,low,medium,No_Impact,No_Impact
low,low,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,medium,very_low,No_Impact,No_Impact
very_low,medium,very_low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,high,No_Impact,No_Impact
high,high,low,high,low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,medium,very_low,No_Impact,No_Impact
low,high,very_low,high,low,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
medium,medium,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
high,high,medium,high,low,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
very_low,medium,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
low,medium,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
very_low,high,low,high,low,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,low,No_Impact,No_Impact
very_low,medium,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,low,No_Impact,No_Impact
high,medium,high,low,high,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
very_low,high,medium,low,low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
low,low,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
medium,very_low,high,low,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
low,medium,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,high,No_Impact,No_Impact
low,low,low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
very_low,high,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,very_low,No_Impact,No_Impact
medium,very_low,medium,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
high,high,high,very_low,very_low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
high,medium,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,high,No_Impact,No_Impact
low,very_low,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,medium,low,No_Impact,No_Impact
very_low,very_low,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,high,No_Impact,No_Impact
very_low,low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
high,high,medium,low,high,low,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS3,medium,high,No_Impact,No_Impact
medium,low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,low,high,No_Impact,No_Impact
medium,low,high,very_low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
high,low,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
very_low,very_low,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,medium,No_Impact,No_Impact
very_low,medium,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,medium,high,No_Impact,No_Impact
very_low,medium,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
high,low,medium,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
low,very_low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,high,No_Impact,No_Impact
low,medium,high,very_low,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
low,very_low,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,low,No_Impact,No_Impact
high,high,very_low,high,low,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
very_low,high,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,high,No_Impact,No_Impact
high,low,medium,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,high,No_Impact,No_Impact
very_low,medium,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,medium,medium,No_Impact,No_Impact
very_low,medium,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
low,low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,high,low,No_Impact,No_Impact
very_low,medium,medium,low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
medium,low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
medium,medium,medium,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
very_low,high,low,high,low,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,low,No_Impact,No_Impact
low,medium,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
medium,high,medium,high,low,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
very_low,low,medium,low,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,high,No_Impact,No_Impact
medium,medium,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
high,low,medium,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
very_low,high,medium,low,low,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
medium,very_low,medium,low,high,high,No_Impact,No_Impact,Slight_Degradation,Slight_Degradation,Slight_Degradation,SoAS3,low,low,No_Impact,No_Impact
very_low,low,high,low,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
low,low,high,very_low,medium,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
low,high,medium,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
low,low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,very_low,No_Impact,No_Impact
very_low,low,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,medium,low,No_Impact,No_Impact
medium,high,low,high,low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
low,medium,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,very_low,very_low,No_Impact,No_Impact
medium,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
high,very_low,very_low,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
medium,medium,medium,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
very_low,very_low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
very_low,very_low,medium,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,high,high,No_Impact,No_Impact
very_low,low,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,high,No_Impact,No_Impact
high,very_low,very_low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
very_low,high,medium,high,low,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,very_low,high,No_Impact,No_Impact
very_low,medium,very_low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,medium,very_low,No_Impact,No_Impact
very_low,low,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,low,No_Impact,No_Impact
high,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
low,high,medium,high,low,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
medium,very_low,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
very_low,high,medium,low,low,high,No_Impact,No_Impact,Slight_Improvement,Slight_Improvement,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
high,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
high,medium,low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
medium,low,medium,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
medium,medium,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
very_low,medium,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,high,No_Impact,No_Impact
low,very_low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
low,low,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,low,very_low,No_Impact,No_Impact
low,low,high,low,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
low,low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,medium,No_Impact,No_Impact
medium,medium,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
high,high,very_low,high,low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS3,high,low,No_Impact,No_Impact
high,medium,very_low,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
very_low,low,medium,low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
low,low,high,low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
high,low,high,very_low,high,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
high,low,medium,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
low,low,high,low,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
very_low,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,medium,No_Impact,No_Impact
very_low,very_low,high,low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,medium,No_Impact,No_Impact
very_low,high,high,very_low,very_low,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
low,very_low,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,high,medium,No_Impact,No_Impact
very_low,very_low,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS3,low,high,No_Impact,No_Impact
medium,low,high,low,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,very_low,No_Impact,No_Impact
medium,high,high,very_low,very_low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
high,low,medium,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,low,No_Impact,No_Impact
low,low,very_low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,medium,No_Impact,No_Impact
medium,very_low,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,low,medium,No_Impact,No_Impact
high,low,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,medium,very_low,No_Impact,No_Impact
very_low,high,high,low,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Improvement,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
high,low,high,very_low,medium,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
low,low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS3,low,medium,No_Impact,No_Impact
very_low,medium,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,high,low,No_Impact,No_Impact
high,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,low,very_low,No_Impact,No_Impact
medium,very_low,medium,high,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
high,medium,low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
medium,high,high,very_low,very_low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,medium,high,No_Impact,No_Impact
medium,high,low,high,low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,low,No_Impact,No_Impact
high,medium,medium,low,high,high,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS3,low,low,No_Impact,No_Impact
low,medium,high,low,high,very_low,No_Impact,No_Impact,Slight_Degradation,Slight_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
high,very_low,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
low,high,medium,high,low,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
high,high,very_low,high,low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,low,No_Impact,No_Impact
high,very_low,high,very_low,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,medium,No_Impact,No_Impact
very_low,very_low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,medium,high,No_Impact,No_Impact
low,high,very_low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,very_low,No_Impact,No_Impact
low,medium,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
medium,very_low,low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,medium,No_Impact,No_Impact
medium,low,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,high,No_Impact,No_Impact
high,low,high,very_low,medium,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
medium,high,low,high,low,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
very_low,medium,high,very_low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS3,very_low,very_low,No_Impact,No_Impact
low,very_low,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS3,medium,high,No_Impact,No_Impact
low,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS3,medium,low,No_Impact,No_Impact
low,high,medium,low,low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,low,low,No_Impact,No_Impact
medium,low,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS3,high,low,No_Impact,No_Impact
high,high,medium,high,low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS3,very_low,high,No_Impact,No_Impact
